word,synonyms
সাহস261,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ261,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ261,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি261,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত261,"দৃঢ়, কঠিন, মজবুত"
দুর্বল261,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর261,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়261,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম262,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত262,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস262,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ262,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ262,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি262,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত262,"দৃঢ়, কঠিন, মজবুত"
দুর্বল262,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর262,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়262,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম263,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত263,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস263,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ263,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ263,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি263,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত263,"দৃঢ়, কঠিন, মজবুত"
দুর্বল263,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর263,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়263,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম264,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত264,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস264,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ264,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ264,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি264,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত264,"দৃঢ়, কঠিন, মজবুত"
দুর্বল264,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর264,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়264,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম265,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত265,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস265,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ265,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ265,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি265,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত265,"দৃঢ়, কঠিন, মজবুত"
দুর্বল265,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর265,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়265,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম266,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত266,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস266,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ266,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ266,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি266,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত266,"দৃঢ়, কঠিন, মজবুত"
দুর্বল266,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর266,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়266,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম267,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত267,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস267,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ267,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ267,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি267,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত267,"দৃঢ়, কঠিন, মজবুত"
দুর্বল267,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর267,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়267,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম268,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত268,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস268,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ268,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ268,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি268,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত268,"দৃঢ়, কঠিন, মজবুত"
দুর্বল268,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর268,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়268,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম269,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত269,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস269,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ269,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ269,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি269,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত269,"দৃঢ়, কঠিন, মজবুত"
দুর্বল269,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর269,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়269,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম270,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত270,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস270,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ270,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ270,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি270,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত270,"দৃঢ়, কঠিন, মজবুত"
দুর্বল270,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর270,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়270,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম271,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত271,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস271,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ271,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ271,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি271,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত271,"দৃঢ়, কঠিন, মজবুত"
দুর্বল271,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর271,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়271,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম272,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত272,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস272,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ272,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ272,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি272,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত272,"দৃঢ়, কঠিন, মজবুত"
দুর্বল272,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর272,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়272,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম273,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত273,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস273,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ273,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ273,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি273,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত273,"দৃঢ়, কঠিন, মজবুত"
দুর্বল273,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর273,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়273,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম274,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত274,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস274,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ274,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ274,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি274,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত274,"দৃঢ়, কঠিন, মজবুত"
দুর্বল274,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর274,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়274,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম275,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত275,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস275,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ275,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ275,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি275,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত275,"দৃঢ়, কঠিন, মজবুত"
দুর্বল275,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর275,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়275,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম276,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত276,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস276,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ276,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ276,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি276,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত276,"দৃঢ়, কঠিন, মজবুত"
দুর্বল276,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর276,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়276,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম277,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত277,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস277,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ277,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ277,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি277,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত277,"দৃঢ়, কঠিন, মজবুত"
দুর্বল277,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর277,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়277,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম278,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত278,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস278,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ278,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ278,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি278,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত278,"দৃঢ়, কঠিন, মজবুত"
দুর্বল278,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর278,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়278,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম279,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত279,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস279,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ279,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ279,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি279,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত279,"দৃঢ়, কঠিন, মজবুত"
দুর্বল279,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর279,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়279,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম280,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত280,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস280,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ280,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ280,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি280,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত280,"দৃঢ়, কঠিন, মজবুত"
দুর্বল280,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর280,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়280,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম281,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত281,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস281,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ281,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ281,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি281,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত281,"দৃঢ়, কঠিন, মজবুত"
দুর্বল281,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর281,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়281,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম282,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত282,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস282,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ282,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ282,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি282,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত282,"দৃঢ়, কঠিন, মজবুত"
দুর্বল282,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর282,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়282,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম283,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত283,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস283,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ283,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ283,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি283,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত283,"দৃঢ়, কঠিন, মজবুত"
দুর্বল283,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর283,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়283,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম284,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত284,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস284,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ284,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ284,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি284,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত284,"দৃঢ়, কঠিন, মজবুত"
দুর্বল284,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর284,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়284,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম285,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত285,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস285,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ285,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ285,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি285,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত285,"দৃঢ়, কঠিন, মজবুত"
দুর্বল285,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর285,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়285,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম286,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত286,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস286,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ286,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ286,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি286,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত286,"দৃঢ়, কঠিন, মজবুত"
দুর্বল286,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর286,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়286,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম287,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত287,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস287,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ287,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ287,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি287,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত287,"দৃঢ়, কঠিন, মজবুত"
দুর্বল287,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর287,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়287,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম288,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত288,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস288,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ288,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ288,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি288,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত288,"দৃঢ়, কঠিন, মজবুত"
দুর্বল288,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর288,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়288,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম289,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত289,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস289,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ289,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ289,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি289,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত289,"দৃঢ়, কঠিন, মজবুত"
দুর্বল289,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর289,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়289,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম290,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত290,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস290,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ290,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ290,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি290,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত290,"দৃঢ়, কঠিন, মজবুত"
দুর্বল290,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর290,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়290,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম291,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত291,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস291,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ291,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ291,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি291,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত291,"দৃঢ়, কঠিন, মজবুত"
দুর্বল291,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর291,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়291,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম292,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত292,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস292,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ292,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ292,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি292,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত292,"দৃঢ়, কঠিন, মজবুত"
দুর্বল292,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর292,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়292,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম293,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত293,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস293,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ293,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ293,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি293,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত293,"দৃঢ়, কঠিন, মজবুত"
দুর্বল293,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর293,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়293,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম294,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত294,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস294,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ294,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ294,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি294,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত294,"দৃঢ়, কঠিন, মজবুত"
দুর্বল294,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর294,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়294,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম295,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত295,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস295,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ295,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ295,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি295,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত295,"দৃঢ়, কঠিন, মজবুত"
দুর্বল295,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর295,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়295,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম296,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত296,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস296,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ296,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ296,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি296,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত296,"দৃঢ়, কঠিন, মজবুত"
দুর্বল296,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর296,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়296,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম297,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত297,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস297,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ297,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ297,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি297,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত297,"দৃঢ়, কঠিন, মজবুত"
দুর্বল297,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর297,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়297,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম298,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত298,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস298,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ298,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ298,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি298,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত298,"দৃঢ়, কঠিন, মজবুত"
দুর্বল298,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর298,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়298,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম299,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত299,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস299,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ299,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ299,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি299,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত299,"দৃঢ়, কঠিন, মজবুত"
দুর্বল299,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর299,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়299,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম300,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত300,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস300,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ300,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ300,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি300,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত300,"দৃঢ়, কঠিন, মজবুত"
দুর্বল300,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর300,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়300,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম301,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত301,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস301,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ301,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ301,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি301,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত301,"দৃঢ়, কঠিন, মজবুত"
দুর্বল301,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর301,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়301,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম302,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত302,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস302,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ302,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ302,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি302,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত302,"দৃঢ়, কঠিন, মজবুত"
দুর্বল302,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর302,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়302,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম303,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত303,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস303,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ303,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ303,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি303,"মেধা, প্রজ্ঞা, বিবেক"
